meanx	meany	tvalue	fd	pvalue	adjp
CCDC37	1.15452450310092	3.20513241758333	2.78076720235132	2.77614932292448	0.00713559669079778	0.043531362060429
CCDC96	1.83488216648624	3.77675739180556	3.01804254692486	2.05831058843303	0.0032087153325378	0.0259405690190913
CDHR1	3.28682661118349	1.59977588198611	-3.92612134687872	0.486723539520717	0.00019485892633919	0.0043068000024552
CLMP	0.804614646045872	1.68061827933333	4.2093037295735	2.08872444417016	7.64238528816407e-05	0.00244963919912905
COL1A1	101.941368257817	205.310296189444	2.96282636197001	2.01400373271625	0.00384693173751563	0.0290000742208329
COL3A1	91.2807156300642	209.244008410806	3.56455684206782	2.29231340887833	0.000574893879941776	0.00874667103623221
COL5A1	0.333062005155963	0.698161966611111	4.5310812694082	2.09619216783428	2.31253674707346e-05	0.001188616761465
CSDC2	8.15980316492661	3.95565366066667	-4.33479457202782	0.484773171694791	6.55653740978816e-05	0.00231220183463495
CXCL6	1.53026165554128	8.49591868755555	2.90452181522371	5.55193855690671	0.00466330700429573	0.0327984678428135
DAAM2	0.95974274540367	0.431970181152778	-4.15695359445566	0.450089550790082	7.3172730444896e-05	0.00241071136561596
DLL1	17.691665527422	7.70778920156944	-5.81631832664784	0.435673463847844	1.21887860259108e-07	5.93424590767052e-05
EMR3	0.131397675541284	0.316889594472222	3.52371277381706	2.41168341195395	0.000784518575298466	0.0106179591268388
ENHO	45.5587181389908	20.983859882875	-4.42416536480709	0.460589339209617	3.84260662458495e-05	0.00162287629660483
EREG	0.157859337779817	0.817789286347222	4.23522041302579	5.18049358276088	6.16804827618543e-05	0.00223097096861654
FIGF	0.0464005961376147	0.0199508231944444	3.61612734912397	0.429969113656954	0.000522949394876794	0.00820975907757221
FMOD	2.66533896668807	5.61651867545833	2.91576460500555	2.10724367356448	0.00459546087204226	0.0325170136068974
GALNT13	11.792460263367	5.46187320779167	-3.93346886554143	0.463166556071328	0.000196098710514843	0.0043287431979769
GFRA1	0.0239512190366972	0.0103614647361111	-3.28183837841577	0.43260698840571	0.00171174280408573	0.0172522806941981
HCAR2	0.334020216302752	1.00355902479167	2.74398223753054	3.00448588381864	0.00749485121535665	0.0451093925832739
HES5	4.72831917939449	1.85210494333333	-4.13823491979088	0.391704720655198	8.65653413530533e-05	0.00264651711403666
HES6	2.43006482249541	1.09507360956944	-3.25766433665774	0.450635554834674	0.00197702586106798	0.0189545549794511
HMGA1P7	0.631665730688073	0.174490864861111	-4.66830732468746	0.276239245512082	1.2573431264758e-05	0.000807232709807377
HRH3	1.65845681055963	0.688625019875	-2.70032459719807	0.415220351528255	0.00868016286275946	0.049752612553826
IL8	34.3763768063303	84.1956862278889	4.2426530872724	2.44923095596231	5.07917611355568e-05	0.00195225262592742
KCNIP3	0.816231802431193	0.375857753236111	-2.88547437551366	0.460479182649582	0.00533164355881703	0.0358037228564698
KCNK4	0.881369702899083	0.397172689541667	-3.61461347963762	0.450631203041413	0.000475760448927982	0.0077248244850297
LHX5	0.699141304605505	0.259920634986111	-2.85981617442652	0.371771247491626	0.00566737387127535	0.0373288469905461
LINC00689	5.75600319920184	0.928842519722222	-4.94207583512675	0.16136935432055	6.45882461574153e-06	0.000554920681569127
LOC100505835	1.12938120622018	0.436732709208333	-4.77010957467109	0.386700882574442	7.06822288022815e-06	0.000592749963740473
LOC255130	2.33981220569725	5.84584394463889	2.99147814384682	2.49842441645733	0.00394943903114771	0.0294686325665925
LOC285084	0.272869281834862	0.810910969513889	2.86693038483597	2.97179280885359	0.0053650340139116	0.0359495820464258
LOC285758	3.63481275884404	1.61085002118056	-3.89780806462791	0.443172765161319	0.000255718100292792	0.00513987516494469
LOC339529	0.173780678899083	0.0825312482777778	-3.33160917825319	0.474916134524397	0.00134768190919454	0.014802062295188
LOC729080	0.258370426422018	0.0789747044444444	-3.55365813581129	0.305664644123969	0.000629780517085745	0.00914512271993526
LRRIQ1	0.401082293174312	0.8148812485	2.86727869297326	2.03170586776776	0.00572318575635543	0.0375839935658293
LUZP2	0.0339894859633027	0.0149887633333333	-3.65772961954213	0.440982348174261	0.00047662544313302	0.0077248244850297
MAB21L1	0.870692858330275	2.18830009688889	3.03593217306776	2.51328591472013	0.00357218073214862	0.0276666423740031
MEDAG	1.12176232859633	2.47825247241667	4.11069113742088	2.20924915130438	8.68230353495225e-05	0.00264651711403666
MMD2	0.113789711366972	0.0487951029444444	-2.75222707608909	0.428818232846025	0.00765122017032351	0.0457374039218068
MMP13	0.560166249568807	4.61202143120833	2.8809546425936	8.23330829866754	0.00520189532935483	0.0352157664880657
MSTN	8.1436624260367	3.04275865754167	-3.10841839247111	0.373635165403399	0.00289440106281348	0.0242264409875511
MYBPC3	0.364712765908257	0.121644414569444	3.01696808258415	0.333534841497827	0.00392473706918086	0.0293593114005689
NOG	3.56819322625688	1.65536151573611	-4.42225754164514	0.463921489328263	3.68351993967419e-05	0.00158166475980404
NPY	20.7241739154404	9.03002909463889	-2.98377930505653	0.435724441007086	0.00358601613230754	0.0277370276923893
PAPPA	0.252630745972477	0.572131896597222	3.39056421547559	2.26469622450291	0.000983911932181157	0.0122653089867277
PCDHGB1	0.0912873797981651	0.0333902474861111	-2.89921015553837	0.365770685498219	0.00536567048744507	0.0359495820464258
PI3	14.7909860425229	33.2995816590278	3.94426597714465	2.25134291678013	0.000182052634809302	0.00416558293773189
PPBP	0.665566498238532	1.37825621481944	3.05592548517171	2.07080166815351	0.00327655005011246	0.0262949142528942
PRF1	0.061257491266055	0.126931395152778	3.35748197158596	2.07209587806145	0.00132429661509732	0.0146471440334353
RASEF	0.481854767853211	1.02902548208333	3.42206888019571	2.13555110530069	0.00116007838473291	0.0133767722692196
RASL10A	8.85245708566055	3.28308633326389	-4.3239502751588	0.370867240755329	5.49562053199264e-05	0.00207490661684474
SELE	0.660065720055046	0.294091496208333	2.8530973196161	0.445548810175762	0.005946527607889	0.0385019539650796
SLC25A48	3.37767422719266	1.25414265780556	-3.15967218578402	0.37130361705958	0.00248556497622982	0.0218697275795081
TEX40	1.07966675099083	0.470682163847222	-3.76541011392894	0.43595133722074	0.000295415870057564	0.00561853458515213
THBS1	13.3637693174954	27.298017636375	5.15769237671754	2.04268848016086	1.36003073858212e-06	0.000239477868473874
TNR	13.0961608273211	5.65144375905556	-3.59007713862437	0.43153438886193	0.000601366268523602	0.00890967589891223
TRIM67	2.71249018477982	0.621353700944444	-2.80487665110819	0.229071317725296	0.00629408528282518	0.0399552454734071
UNQ6494	0.0824741668899083	0.0309887737361111	-4.23087102508932	0.375739154509762	5.50483012970164e-05	0.00207490661684474
USH1C	0.791333210807339	0.314248423194444	-4.25397022604412	0.39711264345122	5.25613349957441e-05	0.00200706431039304
VAT1L	19.2222637726697	8.287343776875	-3.53910201393	0.431132559353283	0.000670621422389216	0.00954056953751282
VIPR2	10.0277503126881	3.19131071981944	-5.23562280764879	0.318247924041496	1.48972553962064e-06	0.000241763143823436
WNT7B	3.21301355986239	1.27300737201389	-3.06540572100115	0.396203547945317	0.00321506328848704	0.0259799051439891
ZDHHC22	17.8047919905505	8.18601884672222	-4.45574882407751	0.459764924581359	2.49693342823289e-05	0.0012539935177379
ZNF488	12.6528019159541	5.59986574206944	-3.90275512863565	0.442579104554579	0.000204982227117192	0.0044574733184653
